tconst,stars,n,date
tt4062536,7,40627,2023-02-14
tt4062536,8,30983,2023-02-14
tt4062536,9,11019,2023-02-14
tt4062536,10,6231,2023-02-14
tt4068576,1,654,2023-02-14
tt4068576,2,276,2023-02-14
tt4068576,3,394,2023-02-14
tt4068576,4,685,2023-02-14
tt4068576,5,1499,2023-02-14
tt4068576,6,3814,2023-02-14
tt4068576,7,8912,2023-02-14
tt4068576,8,9174,2023-02-14
tt4068576,9,4052,2023-02-14
tt4068576,10,2706,2023-02-14
tt4073790,1,1354,2023-02-14
tt4073790,2,937,2023-02-14
tt4073790,3,1568,2023-02-14
tt4073790,4,2779,2023-02-14
tt4073790,5,5602,2023-02-14
tt4073790,6,7386,2023-02-14
tt4073790,7,5868,2023-02-14
tt4073790,8,3076,2023-02-14
tt4073790,9,1458,2023-02-14
tt4073790,10,3133,2023-02-14
tt4080728,1,257,2023-02-14
tt4080728,2,132,2023-02-14
tt4080728,3,210,2023-02-14
tt4080728,4,490,2023-02-14
tt4080728,5,1403,2023-02-14
tt4080728,6,4541,2023-02-14
tt4080728,7,14118,2023-02-14
tt4080728,8,21246,2023-02-14
tt4080728,9,10194,2023-02-14
tt4080728,10,7037,2023-02-14
tt4080956,1,416,2023-02-14
tt4080956,2,223,2023-02-14
tt4080956,3,372,2023-02-14
tt4080956,4,666,2023-02-14
tt4080956,5,1652,2023-02-14
tt4080956,6,4573,2023-02-14
tt4080956,7,8472,2023-02-14
tt4080956,8,5241,2023-02-14
tt4080956,9,1508,2023-02-14
tt4080956,10,1260,2023-02-14
tt4088268,1,187,2023-02-14
tt4088268,2,105,2023-02-14
tt4088268,3,155,2023-02-14
tt4088268,4,375,2023-02-14
tt4088268,5,1091,2023-02-14
tt4088268,6,3406,2023-02-14
tt4088268,7,7977,2023-02-14
tt4088268,8,4911,2023-02-14
tt4088268,9,1531,2023-02-14
tt4088268,10,1115,2023-02-14
tt4094724,1,2648,2023-02-14
tt4094724,2,1819,2023-02-14
tt4094724,3,3253,2023-02-14
tt4094724,4,6676,2023-02-14
tt4094724,5,16226,2023-02-14
tt4094724,6,31099,2023-02-14
tt4094724,7,24002,2023-02-14
tt4094724,8,9972,2023-02-14
tt4094724,9,3176,2023-02-14
tt4094724,10,4754,2023-02-14
tt4116284,1,1187,2023-02-14
tt4116284,2,635,2023-02-14
tt4116284,3,1097,2023-02-14
tt4116284,4,2305,2023-02-14
tt4116284,5,6747,2023-02-14
tt4116284,6,20744,2023-02-14
tt4116284,7,48544,2023-02-14
tt4116284,8,43838,2023-02-14
tt4116284,9,16887,2023-02-14
tt4116284,10,13550,2023-02-14
tt4123430,1,4662,2023-02-14
tt4123430,2,3746,2023-02-14
tt4123430,3,6908,2023-02-14
tt4123430,4,13589,2023-02-14
tt4123430,5,30090,2023-02-14
tt4123430,6,64800,2023-02-14
tt4123430,7,80760,2023-02-14
tt4123430,8,44799,2023-02-14
tt4123430,9,16612,2023-02-14
tt4123430,10,22532,2023-02-14
tt4123432,1,6758,2023-02-14
tt4123432,2,2793,2023-02-14
tt4123432,3,4525,2023-02-14
tt4123432,4,8641,2023-02-14
tt4123432,5,18887,2023-02-14
tt4123432,6,36070,2023-02-14
tt4123432,7,35208,2023-02-14
tt4123432,8,17045,2023-02-14
tt4123432,9,6178,2023-02-14
tt4123432,10,10047,2023-02-14
tt4126476,1,5060,2023-02-14
tt4126476,2,2854,2023-02-14
tt4126476,3,3736,2023-02-14
tt4126476,4,5176,2023-02-14
tt4126476,5,8167,2023-02-14
tt4126476,6,8833,2023-02-14
tt4126476,7,6822,2023-02-14
tt4126476,8,4582,2023-02-14
tt4126476,9,2565,2023-02-14
tt4126476,10,9896,2023-02-14
tt4136084,1,752,2023-02-14
tt4136084,2,339,2023-02-14
tt4136084,3,623,2023-02-14
tt4136084,4,1287,2023-02-14
tt4136084,5,3861,2023-02-14
tt4136084,6,12266,2023-02-14
tt4136084,7,21260,2023-02-14
tt4136084,8,10773,2023-02-14
tt4136084,9,3366,2023-02-14
tt4136084,10,2665,2023-02-14
tt4139124,1,1115,2023-02-14
tt4139124,2,721,2023-02-14
tt4139124,3,1256,2023-02-14
tt4139124,4,2598,2023-02-14
tt4139124,5,6451,2023-02-14
tt4139124,6,13997,2023-02-14
tt4139124,7,13658,2023-02-14
tt4139124,8,5632,2023-02-14
tt4139124,9,1813,2023-02-14
tt4139124,10,2576,2023-02-14
tt4139588,1,2252,2023-02-14
tt4139588,2,2048,2023-02-14
tt4139588,3,3080,2023-02-14
tt4139588,4,5157,2023-02-14
tt4139588,5,9896,2023-02-14
tt4139588,6,20053,2023-02-14
tt4139588,7,24652,2023-02-14
tt4139588,8,14212,2023-02-14
tt4139588,9,4930,2023-02-14
tt4139588,10,6042,2023-02-14
tt4154664,1,33854,2023-02-14
tt4154664,2,9012,2023-02-14
tt4154664,3,12003,2023-02-14
tt4154664,4,20495,2023-02-14
tt4154664,5,43546,2023-02-14
tt4154664,6,97677,2023-02-14
tt4154664,7,153294,2023-02-14
tt4154664,8,104176,2023-02-14
tt4154664,9,40997,2023-02-14
tt4154664,10,52640,2023-02-14
tt4154756,1,22866,2023-02-14
tt4154756,2,4262,2023-02-14
tt4154756,3,5006,2023-02-14
tt4154756,4,7673,2023-02-14
tt4154756,5,17165,2023-02-14
tt4154756,6,43452,2023-02-14
tt4154756,7,116024,2023-02-14
tt4154756,8,238062,2023-02-14
tt4154756,9,281027,2023-02-14
tt4154756,10,359220,2023-02-14
tt4154796,1,32233,2023-02-14
tt4154796,2,5858,2023-02-14
tt4154796,3,7360,2023-02-14
tt4154796,4,10993,2023-02-14
tt4154796,5,24151,2023-02-14
tt4154796,6,54319,2023-02-14
tt4154796,7,127983,2023-02-14
tt4154796,8,230839,2023-02-14
tt4154796,9,255329,2023-02-14
tt4154796,10,398418,2023-02-14
tt4154916,1,1398,2023-02-14
tt4154916,2,1583,2023-02-14
tt4154916,3,2351,2023-02-14
tt4154916,4,4276,2023-02-14
tt4154916,5,8180,2023-02-14
tt4154916,6,10123,2023-02-14
tt4154916,7,6253,2023-02-14
tt4154916,8,2605,2023-02-14
tt4154916,9,969,2023-02-14
tt4154916,10,1805,2023-02-14
tt4158096,1,1122,2023-02-14
tt4158096,2,822,2023-02-14
tt4158096,3,1253,2023-02-14
tt4158096,4,2470,2023-02-14
tt4158096,5,5769,2023-02-14
tt4158096,6,11995,2023-02-14
tt4158096,7,13983,2023-02-14
tt4158096,8,7030,2023-02-14
tt4158096,9,1875,2023-02-14
tt4158096,10,1407,2023-02-14
tt4160708,1,2547,2023-02-14
tt4160708,2,1547,2023-02-14
tt4160708,3,2699,2023-02-14
tt4160708,4,5413,2023-02-14
tt4160708,5,15001,2023-02-14
tt4160708,6,43626,2023-02-14
tt4160708,7,94593,2023-02-14
tt4160708,8,71927,2023-02-14
tt4160708,9,24515,2023-02-14
tt4160708,10,18560,2023-02-14
tt4169250,1,1441,2023-02-14
tt4169250,2,267,2023-02-14
tt4169250,3,365,2023-02-14
tt4169250,4,570,2023-02-14
tt4169250,5,1235,2023-02-14
tt4169250,6,2965,2023-02-14
tt4169250,7,7488,2023-02-14
tt4169250,8,11560,2023-02-14
tt4169250,9,9080,2023-02-14
tt4169250,10,26191,2023-02-14
tt4172430,1,2415,2023-02-14
tt4172430,2,832,2023-02-14
tt4172430,3,1275,2023-02-14
tt4172430,4,2390,2023-02-14
tt4172430,5,6213,2023-02-14
tt4172430,6,16442,2023-02-14
tt4172430,7,40844,2023-02-14
tt4172430,8,40967,2023-02-14
tt4172430,9,17980,2023-02-14
tt4172430,10,17715,2023-02-14
tt4176826,1,565,2023-02-14
tt4176826,2,374,2023-02-14
tt4176826,3,620,2023-02-14
tt4176826,4,1119,2023-02-14
tt4176826,5,2921,2023-02-14
tt4176826,6,7059,2023-02-14
tt4176826,7,14537,2023-02-14
tt4176826,8,11810,2023-02-14
tt4176826,9,4508,2023-02-14
tt4176826,10,3075,2023-02-14
tt4178092,1,1242,2023-02-14
tt4178092,2,819,2023-02-14
tt4178092,3,1443,2023-02-14
tt4178092,4,3155,2023-02-14
tt4178092,5,9201,2023-02-14
tt4178092,6,28453,2023-02-14
tt4178092,7,59757,2023-02-14
tt4178092,8,39426,2023-02-14
tt4178092,9,11498,2023-02-14
tt4178092,10,6667,2023-02-14
tt4181052,1,410,2023-02-14
tt4181052,2,470,2023-02-14
tt4181052,3,893,2023-02-14
tt4181052,4,1947,2023-02-14
tt4181052,5,4582,2023-02-14
tt4181052,6,7760,2023-02-14
tt4181052,7,5545,2023-02-14
tt4181052,8,2030,2023-02-14
tt4181052,9,560,2023-02-14
tt4181052,10,779,2023-02-14
tt4190530,1,383,2023-02-14
tt4190530,2,168,2023-02-14
tt4190530,3,306,2023-02-14
tt4190530,4,591,2023-02-14
tt4190530,5,1965,2023-02-14
tt4190530,6,6771,2023-02-14
tt4190530,7,17082,2023-02-14
tt4190530,8,13999,2023-02-14
tt4190530,9,4699,2023-02-14
tt4190530,10,4112,2023-02-14
tt4191580,1,1787,2023-02-14
tt4191580,2,1468,2023-02-14
tt4191580,3,1612,2023-02-14
tt4191580,4,1815,2023-02-14
tt4191580,5,1914,2023-02-14
tt4191580,6,1608,2023-02-14
tt4191580,7,1200,2023-02-14
tt4191580,8,3060,2023-02-14
tt4191580,9,9782,2023-02-14
tt4191580,10,12685,2023-02-14
tt4196450,1,1953,2023-02-14
tt4196450,2,343,2023-02-14
tt4196450,3,360,2023-02-14
tt4196450,4,746,2023-02-14
tt4196450,5,1720,2023-02-14
tt4196450,6,4056,2023-02-14
tt4196450,7,5020,2023-02-14
tt4196450,8,3000,2023-02-14
tt4196450,9,1318,2023-02-14
tt4196450,10,2837,2023-02-14
tt4196776,1,2498,2023-02-14
tt4196776,2,1717,2023-02-14
tt4196776,3,3303,2023-02-14
tt4196776,4,7607,2023-02-14
tt4196776,5,20973,2023-02-14
tt4196776,6,55004,2023-02-14
tt4196776,7,76958,2023-02-14
tt4196776,8,37547,2023-02-14
tt4196776,9,12000,2023-02-14
tt4196776,10,13157,2023-02-14
tt4196848,1,304,2023-02-14
tt4196848,2,99,2023-02-14
tt4196848,3,195,2023-02-14
tt4196848,4,323,2023-02-14
tt4196848,5,857,2023-02-14
tt4196848,6,2305,2023-02-14
tt4196848,7,6332,2023-02-14
tt4196848,8,8941,2023-02-14
tt4196848,9,4583,2023-02-14
tt4196848,10,5436,2023-02-14
tt4209788,1,1084,2023-02-14
tt4209788,2,443,2023-02-14
tt4209788,3,699,2023-02-14
tt4209788,4,1697,2023-02-14
tt4209788,5,5095,2023-02-14
tt4209788,6,18473,2023-02-14
tt4209788,7,58792,2023-02-14
tt4209788,8,59826,2023-02-14
tt4209788,9,19418,2023-02-14
tt4209788,10,10720,2023-02-14
tt4218572,1,1623,2023-02-14
tt4218572,2,879,2023-02-14
tt4218572,3,1477,2023-02-14
tt4218572,4,3128,2023-02-14
tt4218572,5,8079,2023-02-14
tt4218572,6,20771,2023-02-14
tt4218572,7,33280,2023-02-14
tt4218572,8,20719,2023-02-14
tt4218572,9,6128,2023-02-14
tt4218572,10,3605,2023-02-14
tt4218696,1,1006,2023-02-14
tt4218696,2,439,2023-02-14
tt4218696,3,683,2023-02-14
tt4218696,4,1400,2023-02-14
tt4218696,5,3686,2023-02-14
tt4218696,6,8132,2023-02-14
tt4218696,7,7827,2023-02-14
tt4218696,8,2973,2023-02-14
tt4218696,9,825,2023-02-14
tt4218696,10,1135,2023-02-14
tt4225622,1,2222,2023-02-14
tt4225622,2,1642,2023-02-14
tt4225622,3,2857,2023-02-14
tt4225622,4,5158,2023-02-14
tt4225622,5,11319,2023-02-14
tt4225622,6,23737,2023-02-14
tt4225622,7,27099,2023-02-14
tt4225622,8,13496,2023-02-14
tt4225622,9,4328,2023-02-14
tt4225622,10,5344,2023-02-14
tt4226388,1,795,2023-02-14
tt4226388,2,458,2023-02-14
tt4226388,3,695,2023-02-14
tt4226388,4,1072,2023-02-14
tt4226388,5,2264,2023-02-14
tt4226388,6,5059,2023-02-14
tt4226388,7,12407,2023-02-14
tt4226388,8,18643,2023-02-14
tt4226388,9,11215,2023-02-14
tt4226388,10,7240,2023-02-14
tt4244994,1,1902,2023-02-14
tt4244994,2,1003,2023-02-14
tt4244994,3,1478,2023-02-14
tt4244994,4,2449,2023-02-14
tt4244994,5,6343,2023-02-14
tt4244994,6,18400,2023-02-14
tt4244994,7,47826,2023-02-14
tt4244994,8,52215,2023-02-14
tt4244994,9,18190,2023-02-14
tt4244994,10,10614,2023-02-14
tt4244998,1,977,2023-02-14
tt4244998,2,686,2023-02-14
tt4244998,3,1147,2023-02-14
tt4244998,4,2274,2023-02-14
tt4244998,5,5697,2023-02-14
tt4244998,6,13696,2023-02-14
tt4244998,7,19176,2023-02-14
tt4244998,8,10542,2023-02-14
tt4244998,9,4065,2023-02-14
tt4244998,10,5433,2023-02-14
tt4255304,1,1273,2023-02-14
tt4255304,2,1106,2023-02-14
tt4255304,3,1874,2023-02-14
tt4255304,4,3227,2023-02-14
tt4255304,5,5963,2023-02-14
tt4255304,6,8860,2023-02-14
tt4255304,7,8013,2023-02-14
tt4255304,8,4440,2023-02-14
tt4255304,9,1524,2023-02-14
tt4255304,10,1632,2023-02-14
tt4257926,1,938,2023-02-14
tt4257926,2,326,2023-02-14
tt4257926,3,435,2023-02-14
tt4257926,4,690,2023-02-14
tt4257926,5,1430,2023-02-14
tt4257926,6,3249,2023-02-14
tt4257926,7,6044,2023-02-14
tt4257926,8,4923,2023-02-14
tt4257926,9,2787,2023-02-14
tt4257926,10,5591,2023-02-14
tt4262980,1,836,2023-02-14
tt4262980,2,432,2023-02-14
tt4262980,3,607,2023-02-14
tt4262980,4,1071,2023-02-14
tt4262980,5,2212,2023-02-14
tt4262980,6,4661,2023-02-14
tt4262980,7,7562,2023-02-14
tt4262980,8,6078,2023-02-14
tt4262980,9,2824,2023-02-14
tt4262980,10,2748,2023-02-14
tt4263482,1,8761,2023-02-14
tt4263482,2,4596,2023-02-14
tt4263482,3,6667,2023-02-14
tt4263482,4,10417,2023-02-14
tt4263482,5,19832,2023-02-14
tt4263482,6,38513,2023-02-14
tt4263482,7,65376,2023-02-14
tt4263482,8,61925,2023-02-14
tt4263482,9,31308,2023-02-14
tt4263482,10,22299,2023-02-14
tt4272866,1,133,2023-02-14
tt4272866,2,82,2023-02-14
tt4272866,3,114,2023-02-14
tt4272866,4,278,2023-02-14
tt4272866,5,700,2023-02-14
tt4272866,6,2259,2023-02-14
tt4272866,7,6269,2023-02-14
tt4272866,8,8497,2023-02-14
tt4272866,9,3851,2023-02-14
tt4272866,10,2667,2023-02-14
tt4273292,1,641,2023-02-14
tt4273292,2,320,2023-02-14
tt4273292,3,493,2023-02-14
tt4273292,4,969,2023-02-14
tt4273292,5,2340,2023-02-14
tt4273292,6,5380,2023-02-14
tt4273292,7,8785,2023-02-14
tt4273292,8,6131,2023-02-14
tt4273292,9,2072,2023-02-14
tt4273292,10,1293,2023-02-14
tt4273800,1,384,2023-02-14
tt4273800,2,208,2023-02-14
tt4273800,3,423,2023-02-14
tt4273800,4,970,2023-02-14
tt4273800,5,3569,2023-02-14
tt4273800,6,13683,2023-02-14
tt4273800,7,24616,2023-02-14
tt4273800,8,11811,2023-02-14
tt4273800,9,2880,2023-02-14
tt4273800,10,2713,2023-02-14
tt4276820,1,568,2023-02-14
tt4276820,2,242,2023-02-14
tt4276820,3,447,2023-02-14
tt4276820,4,1176,2023-02-14
tt4276820,5,4529,2023-02-14
tt4276820,6,20282,2023-02-14
tt4276820,7,64570,2023-02-14
tt4276820,8,45380,2023-02-14
tt4276820,9,11374,2023-02-14
tt4276820,10,6602,2023-02-14
tt4281724,1,2156,2023-02-14
tt4281724,2,1541,2023-02-14
tt4281724,3,2194,2023-02-14
tt4281724,4,3346,2023-02-14
tt4281724,5,6205,2023-02-14
tt4281724,6,8653,2023-02-14
tt4281724,7,6636,2023-02-14
tt4281724,8,3612,2023-02-14
tt4281724,9,1411,2023-02-14
tt4281724,10,2458,2023-02-14
tt4285496,1,209,2023-02-14
tt4285496,2,120,2023-02-14
tt4285496,3,144,2023-02-14
tt4285496,4,291,2023-02-14
tt4285496,5,716,2023-02-14
tt4285496,6,1648,2023-02-14
tt4285496,7,4357,2023-02-14
tt4285496,8,7385,2023-02-14
tt4285496,9,4857,2023-02-14
tt4285496,10,3662,2023-02-14
tt4287320,1,4028,2023-02-14
tt4287320,2,3694,2023-02-14
tt4287320,3,6476,2023-02-14
tt4287320,4,11981,2023-02-14
tt4287320,5,22199,2023-02-14
tt4287320,6,23652,2023-02-14
tt4287320,7,13410,2023-02-14
tt4287320,8,5163,2023-02-14
tt4287320,9,1655,2023-02-14
tt4287320,10,2216,2023-02-14
tt4291600,1,477,2023-02-14
tt4291600,2,292,2023-02-14
tt4291600,3,391,2023-02-14
tt4291600,4,810,2023-02-14
tt4291600,5,2032,2023-02-14
tt4291600,6,5063,2023-02-14
tt4291600,7,8181,2023-02-14
tt4291600,8,5049,2023-02-14
tt4291600,9,1398,2023-02-14
tt4291600,10,989,2023-02-14
tt4302938,1,773,2023-02-14
tt4302938,2,369,2023-02-14
tt4302938,3,595,2023-02-14
tt4302938,4,1231,2023-02-14
tt4302938,5,3506,2023-02-14
tt4302938,6,10898,2023-02-14
tt4302938,7,29550,2023-02-14
tt4302938,8,43753,2023-02-14
tt4302938,9,24594,2023-02-14
tt4302938,10,16224,2023-02-14
tt4326444,1,305,2023-02-14
tt4326444,2,195,2023-02-14
tt4326444,3,322,2023-02-14
tt4326444,4,625,2023-02-14
tt4326444,5,1699,2023-02-14
tt4326444,6,5090,2023-02-14
tt4326444,7,11189,2023-02-14
tt4326444,8,8496,2023-02-14
tt4326444,9,2839,2023-02-14
tt4326444,10,1794,2023-02-14
tt4332232,1,1329,2023-02-14
tt4332232,2,923,2023-02-14
tt4332232,3,1664,2023-02-14
tt4332232,4,3372,2023-02-14
tt4332232,5,8331,2023-02-14
tt4332232,6,19157,2023-02-14
tt4332232,7,23518,2023-02-14
tt4332232,8,12400,2023-02-14
tt4332232,9,4250,2023-02-14
tt4332232,10,4038,2023-02-14
tt4334266,1,2169,2023-02-14
tt4334266,2,1661,2023-02-14
tt4334266,3,2460,2023-02-14
tt4334266,4,3986,2023-02-14
tt4334266,5,6526,2023-02-14
tt4334266,6,6846,2023-02-14
tt4334266,7,4839,2023-02-14
tt4334266,8,2261,2023-02-14
tt4334266,9,808,2023-02-14
tt4334266,10,1253,2023-02-14
tt4348012,1,463,2023-02-14
tt4348012,2,267,2023-02-14
tt4348012,3,451,2023-02-14
tt4348012,4,1017,2023-02-14
tt4348012,5,2654,2023-02-14
tt4348012,6,5779,2023-02-14
tt4348012,7,6563,2023-02-14
tt4348012,8,3148,2023-02-14
tt4348012,9,1031,2023-02-14
tt4348012,10,1255,2023-02-14
tt4353250,1,545,2023-02-14
tt4353250,2,209,2023-02-14
tt4353250,3,278,2023-02-14
tt4353250,4,481,2023-02-14
tt4353250,5,1033,2023-02-14
tt4353250,6,2351,2023-02-14
tt4353250,7,4871,2023-02-14
tt4353250,8,5663,2023-02-14
tt4353250,9,2787,2023-02-14
tt4353250,10,1912,2023-02-14
tt4357394,1,780,2023-02-14
tt4357394,2,756,2023-02-14
tt4357394,3,1388,2023-02-14
tt4357394,4,2872,2023-02-14
tt4357394,5,5701,2023-02-14
tt4357394,6,8732,2023-02-14
tt4357394,7,6634,2023-02-14
tt4357394,8,3009,2023-02-14
tt4357394,9,1014,2023-02-14
tt4357394,10,1517,2023-02-14
tt4361050,1,1379,2023-02-14
tt4361050,2,1110,2023-02-14
tt4361050,3,2029,2023-02-14
tt4361050,4,4231,2023-02-14
tt4361050,5,9978,2023-02-14
tt4361050,6,19015,2023-02-14
tt4361050,7,16995,2023-02-14
tt4361050,8,7501,2023-02-14
tt4361050,9,2161,2023-02-14
tt4361050,10,2699,2023-02-14
tt4364194,1,526,2023-02-14
tt4364194,2,211,2023-02-14
tt4364194,3,319,2023-02-14
tt4364194,4,672,2023-02-14
tt4364194,5,2018,2023-02-14
tt4364194,6,7811,2023-02-14
tt4364194,7,25112,2023-02-14
tt4364194,8,31521,2023-02-14
tt4364194,9,14128,2023-02-14
tt4364194,10,9907,2023-02-14
tt4383594,1,1826,2023-02-14
tt4383594,2,1057,2023-02-14
tt4383594,3,1356,2023-02-14
tt4383594,4,2111,2023-02-14
tt4383594,5,4141,2023-02-14
tt4383594,6,5187,2023-02-14
tt4383594,7,3404,2023-02-14
tt4383594,8,1593,2023-02-14
tt4383594,9,652,2023-02-14
tt4383594,10,1979,2023-02-14
tt4385888,1,604,2023-02-14
tt4385888,2,336,2023-02-14
tt4385888,3,494,2023-02-14
tt4385888,4,962,2023-02-14
tt4385888,5,2219,2023-02-14
tt4385888,6,5866,2023-02-14
tt4385888,7,12331,2023-02-14
tt4385888,8,13688,2023-02-14
tt4385888,9,6252,2023-02-14
tt4385888,10,3715,2023-02-14
tt4387040,1,1724,2023-02-14
tt4387040,2,323,2023-02-14
tt4387040,3,318,2023-02-14
tt4387040,4,481,2023-02-14
tt4387040,5,1122,2023-02-14
tt4387040,6,2991,2023-02-14
tt4387040,7,7629,2023-02-14
tt4387040,8,11008,2023-02-14
tt4387040,9,9308,2023-02-14
tt4387040,10,22645,2023-02-14
tt4425200,1,3197,2023-02-14
tt4425200,2,2056,2023-02-14
tt4425200,3,3170,2023-02-14
tt4425200,4,6069,2023-02-14
tt4425200,5,16265,2023-02-14
tt4425200,6,45317,2023-02-14
tt4425200,7,115187,2023-02-14
tt4425200,8,130757,2023-02-14
tt4425200,9,60097,2023-02-14
tt4425200,10,58845,2023-02-14
tt4430212,1,3056,2023-02-14
tt4430212,2,593,2023-02-14
tt4430212,3,500,2023-02-14
tt4430212,4,731,2023-02-14
tt4430212,5,1488,2023-02-14
tt4430212,6,2760,2023-02-14
tt4430212,7,7985,2023-02-14
tt4430212,8,18733,2023-02-14
tt4430212,9,22589,2023-02-14
tt4430212,10,28467,2023-02-14
tt4434004,1,1225,2023-02-14
tt4434004,2,225,2023-02-14
tt4434004,3,268,2023-02-14
tt4434004,4,433,2023-02-14
tt4434004,5,1035,2023-02-14
tt4434004,6,2065,2023-02-14
tt4434004,7,5368,2023-02-14
tt4434004,8,8777,2023-02-14
tt4434004,9,6142,2023-02-14
tt4434004,10,5596,2023-02-14
tt4435072,1,28326,2023-02-14
tt4435072,2,1413,2023-02-14
tt4435072,3,591,2023-02-14
tt4435072,4,440,2023-02-14
tt4435072,5,536,2023-02-14
tt4435072,6,342,2023-02-14
tt4435072,7,315,2023-02-14
tt4435072,8,1246,2023-02-14
tt4435072,9,3304,2023-02-14
tt4435072,10,9892,2023-02-14
tt4438848,1,3848,2023-02-14
tt4438848,2,2833,2023-02-14
tt4438848,3,5196,2023-02-14
tt4438848,4,11081,2023-02-14
tt4438848,5,27284,2023-02-14
tt4438848,6,38258,2023-02-14
tt4438848,7,22584,2023-02-14
tt4438848,8,7998,2023-02-14
tt4438848,9,2286,2023-02-14
tt4438848,10,3828,2023-02-14
tt4439620,1,3091,2023-02-14
tt4439620,2,351,2023-02-14
tt4439620,3,418,2023-02-14
tt4439620,4,586,2023-02-14
tt4439620,5,713,2023-02-14
tt4439620,6,569,2023-02-14
tt4439620,7,269,2023-02-14
tt4439620,8,322,2023-02-14
tt4439620,9,523,2023-02-14
tt4439620,10,17018,2023-02-14
tt4443658,1,1276,2023-02-14
tt4443658,2,668,2023-02-14
tt4443658,3,951,2023-02-14
tt4443658,4,1694,2023-02-14
tt4443658,5,3849,2023-02-14
tt4443658,6,9546,2023-02-14
tt4443658,7,12651,2023-02-14
tt4443658,8,6357,2023-02-14
tt4443658,9,2041,2023-02-14
tt4443658,10,2087,2023-02-14
tt4458206,1,22607,2023-02-14
tt4458206,2,278,2023-02-14
tt4458206,3,124,2023-02-14
tt4458206,4,77,2023-02-14
tt4458206,5,83,2023-02-14
tt4458206,6,71,2023-02-14
tt4458206,7,55,2023-02-14
tt4458206,8,70,2023-02-14
tt4458206,9,108,2023-02-14
tt4458206,10,4125,2023-02-14
tt4463816,1,1067,2023-02-14
tt4463816,2,935,2023-02-14
tt4463816,3,1633,2023-02-14
tt4463816,4,2676,2023-02-14
tt4463816,5,4500,2023-02-14
tt4463816,6,5117,2023-02-14
tt4463816,7,3769,2023-02-14
tt4463816,8,1869,2023-02-14
tt4463816,9,726,2023-02-14
tt4463816,10,1022,2023-02-14
tt4463894,1,1074,2023-02-14
tt4463894,2,665,2023-02-14
tt4463894,3,1112,2023-02-14
tt4463894,4,2396,2023-02-14
tt4463894,5,5865,2023-02-14
tt4463894,6,13998,2023-02-14
tt4463894,7,16362,2023-02-14
tt4463894,8,7626,2023-02-14
tt4463894,9,2456,2023-02-14
tt4463894,10,3464,2023-02-14
tt4465156,1,29,2023-02-14
tt4465156,2,3,2023-02-14
tt4465156,3,0,2023-02-14
tt4465156,4,1,2023-02-14
tt4465156,5,4,2023-02-14
tt4465156,6,1,2023-02-14
tt4465156,7,1,2023-02-14
tt4465156,8,0,2023-02-14
tt4465156,9,2,2023-02-14
tt4465156,10,35727,2023-02-14
tt4465564,1,14699,2023-02-14
tt4465564,2,6617,2023-02-14
tt4465564,3,8677,2023-02-14
tt4465564,4,12032,2023-02-14
tt4465564,5,15815,2023-02-14
tt4465564,6,13763,2023-02-14
tt4465564,7,9919,2023-02-14
tt4465564,8,6411,2023-02-14
tt4465564,9,3615,2023-02-14
tt4465564,10,13266,2023-02-14
tt4468740,1,521,2023-02-14
tt4468740,2,196,2023-02-14
tt4468740,3,301,2023-02-14
tt4468740,4,637,2023-02-14
tt4468740,5,1815,2023-02-14
tt4468740,6,6181,2023-02-14
tt4468740,7,18673,2023-02-14
tt4468740,8,26795,2023-02-14
tt4468740,9,14595,2023-02-14
tt4468740,10,12595,2023-02-14
tt4477536,1,9839,2023-02-14
tt4477536,2,4451,2023-02-14
tt4477536,3,6061,2023-02-14
tt4477536,4,8284,2023-02-14
tt4477536,5,10260,2023-02-14
tt4477536,6,8715,2023-02-14
tt4477536,7,6253,2023-02-14
tt4477536,8,4094,2023-02-14
tt4477536,9,2252,2023-02-14
tt4477536,10,7552,2023-02-14
tt4481414,1,459,2023-02-14
tt4481414,2,190,2023-02-14
tt4481414,3,384,2023-02-14
tt4481414,4,744,2023-02-14
tt4481414,5,2606,2023-02-14
tt4481414,6,10275,2023-02-14
tt4481414,7,32237,2023-02-14
tt4481414,8,40563,2023-02-14
tt4481414,9,17333,2023-02-14
tt4481414,10,14872,2023-02-14
tt4481514,1,1205,2023-02-14
tt4481514,2,1168,2023-02-14
tt4481514,3,2247,2023-02-14
tt4481514,4,4303,2023-02-14
tt4481514,5,9628,2023-02-14
tt4481514,6,13252,2023-02-14
tt4481514,7,8081,2023-02-14
tt4481514,8,3094,2023-02-14
tt4481514,9,896,2023-02-14
tt4481514,10,1407,2023-02-14
tt4500922,1,2734,2023-02-14
tt4500922,2,1929,2023-02-14
tt4500922,3,3519,2023-02-14
tt4500922,4,7574,2023-02-14
tt4500922,5,18886,2023-02-14
tt4500922,6,37365,2023-02-14
tt4500922,7,36014,2023-02-14
tt4500922,8,17874,2023-02-14
tt4500922,9,7024,2023-02-14
tt4500922,10,12255,2023-02-14
tt4501244,1,1887,2023-02-14
tt4501244,2,1698,2023-02-14
tt4501244,3,3105,2023-02-14
tt4501244,4,6478,2023-02-14
tt4501244,5,15366,2023-02-14
tt4501244,6,31358,2023-02-14
tt4501244,7,30565,2023-02-14
tt4501244,8,14237,2023-02-14
tt4501244,9,5128,2023-02-14
tt4501244,10,6568,2023-02-14
tt4504044,1,727,2023-02-14
tt4504044,2,545,2023-02-14
