tconst,stars,n,date
tt0117666,8,30561,2023-02-14
tt0117666,9,20253,2023-02-14
tt0117666,10,16730,2023-02-14
tt0117705,1,2863,2023-02-14
tt0117705,2,2841,2023-02-14
tt0117705,3,5708,2023-02-14
tt0117705,4,11024,2023-02-14
tt0117705,5,23638,2023-02-14
tt0117705,6,45818,2023-02-14
tt0117705,7,50307,2023-02-14
tt0117705,8,28213,2023-02-14
tt0117705,9,10378,2023-02-14
tt0117705,10,20141,2023-02-14
tt0117723,1,1406,2023-02-14
tt0117723,2,1520,2023-02-14
tt0117723,3,2853,2023-02-14
tt0117723,4,5140,2023-02-14
tt0117723,5,8896,2023-02-14
tt0117723,6,8558,2023-02-14
tt0117723,7,5192,2023-02-14
tt0117723,8,2371,2023-02-14
tt0117723,9,853,2023-02-14
tt0117723,10,1927,2023-02-14
tt0117731,1,1650,2023-02-14
tt0117731,2,669,2023-02-14
tt0117731,3,1025,2023-02-14
tt0117731,4,2071,2023-02-14
tt0117731,5,5055,2023-02-14
tt0117731,6,12138,2023-02-14
tt0117731,7,29098,2023-02-14
tt0117731,8,37352,2023-02-14
tt0117731,9,19877,2023-02-14
tt0117731,10,18209,2023-02-14
tt0117737,1,488,2023-02-14
tt0117737,2,419,2023-02-14
tt0117737,3,635,2023-02-14
tt0117737,4,1222,2023-02-14
tt0117737,5,2962,2023-02-14
tt0117737,6,6230,2023-02-14
tt0117737,7,7383,2023-02-14
tt0117737,8,4686,2023-02-14
tt0117737,9,2339,2023-02-14
tt0117737,10,2640,2023-02-14
tt0117765,1,3703,2023-02-14
tt0117765,2,3974,2023-02-14
tt0117765,3,6020,2023-02-14
tt0117765,4,8822,2023-02-14
tt0117765,5,9748,2023-02-14
tt0117765,6,6697,2023-02-14
tt0117765,7,3463,2023-02-14
tt0117765,8,1574,2023-02-14
tt0117765,9,582,2023-02-14
tt0117765,10,1814,2023-02-14
tt0117786,1,391,2023-02-14
tt0117786,2,330,2023-02-14
tt0117786,3,607,2023-02-14
tt0117786,4,1396,2023-02-14
tt0117786,5,3945,2023-02-14
tt0117786,6,8599,2023-02-14
tt0117786,7,7005,2023-02-14
tt0117786,8,2772,2023-02-14
tt0117786,9,924,2023-02-14
tt0117786,10,1696,2023-02-14
tt0117802,1,1160,2023-02-14
tt0117802,2,654,2023-02-14
tt0117802,3,1016,2023-02-14
tt0117802,4,1907,2023-02-14
tt0117802,5,4592,2023-02-14
tt0117802,6,10582,2023-02-14
tt0117802,7,21039,2023-02-14
tt0117802,8,21247,2023-02-14
tt0117802,9,10985,2023-02-14
tt0117802,10,11254,2023-02-14
tt0117883,1,426,2023-02-14
tt0117883,2,258,2023-02-14
tt0117883,3,276,2023-02-14
tt0117883,4,661,2023-02-14
tt0117883,5,1500,2023-02-14
tt0117883,6,4306,2023-02-14
tt0117883,7,10891,2023-02-14
tt0117883,8,12318,2023-02-14
tt0117883,9,5435,2023-02-14
tt0117883,10,3877,2023-02-14
tt0117887,1,788,2023-02-14
tt0117887,2,469,2023-02-14
tt0117887,3,836,2023-02-14
tt0117887,4,1769,2023-02-14
tt0117887,5,5028,2023-02-14
tt0117887,6,12781,2023-02-14
tt0117887,7,20759,2023-02-14
tt0117887,8,13592,2023-02-14
tt0117887,9,6293,2023-02-14
tt0117887,10,7921,2023-02-14
tt0117894,1,745,2023-02-14
tt0117894,2,820,2023-02-14
tt0117894,3,1465,2023-02-14
tt0117894,4,2984,2023-02-14
tt0117894,5,6395,2023-02-14
tt0117894,6,8733,2023-02-14
tt0117894,7,5837,2023-02-14
tt0117894,8,2456,2023-02-14
tt0117894,9,749,2023-02-14
tt0117894,10,1599,2023-02-14
tt0117913,1,1324,2023-02-14
tt0117913,2,662,2023-02-14
tt0117913,3,1061,2023-02-14
tt0117913,4,2087,2023-02-14
tt0117913,5,5724,2023-02-14
tt0117913,6,17008,2023-02-14
tt0117913,7,47031,2023-02-14
tt0117913,8,50806,2023-02-14
tt0117913,9,21463,2023-02-14
tt0117913,10,17270,2023-02-14
tt0117918,1,767,2023-02-14
tt0117918,2,654,2023-02-14
tt0117918,3,1090,2023-02-14
tt0117918,4,2447,2023-02-14
tt0117918,5,6263,2023-02-14
tt0117918,6,13580,2023-02-14
tt0117918,7,14372,2023-02-14
tt0117918,8,7220,2023-02-14
tt0117918,9,2517,2023-02-14
tt0117918,10,2460,2023-02-14
tt0117951,1,6401,2023-02-14
tt0117951,2,3012,2023-02-14
tt0117951,3,3789,2023-02-14
tt0117951,4,6203,2023-02-14
tt0117951,5,13769,2023-02-14
tt0117951,6,36247,2023-02-14
tt0117951,7,110020,2023-02-14
tt0117951,8,222125,2023-02-14
tt0117951,9,172590,2023-02-14
tt0117951,10,118955,2023-02-14
tt0117979,1,386,2023-02-14
tt0117979,2,349,2023-02-14
tt0117979,3,733,2023-02-14
tt0117979,4,1468,2023-02-14
tt0117979,5,3791,2023-02-14
tt0117979,6,7345,2023-02-14
tt0117979,7,7154,2023-02-14
tt0117979,8,4080,2023-02-14
tt0117979,9,1428,2023-02-14
tt0117979,10,1649,2023-02-14
tt0117998,1,2924,2023-02-14
tt0117998,2,2877,2023-02-14
tt0117998,3,4878,2023-02-14
tt0117998,4,10395,2023-02-14
tt0117998,5,24651,2023-02-14
tt0117998,6,50766,2023-02-14
tt0117998,7,52555,2023-02-14
tt0117998,8,27637,2023-02-14
tt0117998,9,9978,2023-02-14
tt0117998,10,13245,2023-02-14
tt0118111,1,362,2023-02-14
tt0118111,2,201,2023-02-14
tt0118111,3,248,2023-02-14
tt0118111,4,502,2023-02-14
tt0118111,5,1157,2023-02-14
tt0118111,6,2961,2023-02-14
tt0118111,7,7148,2023-02-14
tt0118111,8,7803,2023-02-14
tt0118111,9,4415,2023-02-14
tt0118111,10,4761,2023-02-14
tt0118158,1,347,2023-02-14
tt0118158,2,238,2023-02-14
tt0118158,3,455,2023-02-14
tt0118158,4,915,2023-02-14
tt0118158,5,2525,2023-02-14
tt0118158,6,5758,2023-02-14
tt0118158,7,6960,2023-02-14
tt0118158,8,4009,2023-02-14
tt0118158,9,1434,2023-02-14
tt0118158,10,1739,2023-02-14
tt0118531,1,272,2023-02-14
tt0118531,2,171,2023-02-14
tt0118531,3,373,2023-02-14
tt0118531,4,818,2023-02-14
tt0118531,5,2272,2023-02-14
tt0118531,6,5608,2023-02-14
tt0118531,7,7704,2023-02-14
tt0118531,8,4062,2023-02-14
tt0118531,9,1379,2023-02-14
tt0118531,10,1536,2023-02-14
tt0118548,1,446,2023-02-14
tt0118548,2,271,2023-02-14
tt0118548,3,659,2023-02-14
tt0118548,4,1608,2023-02-14
tt0118548,5,4646,2023-02-14
tt0118548,6,13604,2023-02-14
tt0118548,7,20888,2023-02-14
tt0118548,8,9464,2023-02-14
tt0118548,9,2895,2023-02-14
tt0118548,10,2267,2023-02-14
tt0118556,1,449,2023-02-14
tt0118556,2,384,2023-02-14
tt0118556,3,767,2023-02-14
tt0118556,4,1574,2023-02-14
tt0118556,5,3885,2023-02-14
tt0118556,6,6962,2023-02-14
tt0118556,7,5975,2023-02-14
tt0118556,8,2877,2023-02-14
tt0118556,9,999,2023-02-14
tt0118556,10,1204,2023-02-14
tt0118571,1,2927,2023-02-14
tt0118571,2,2382,2023-02-14
tt0118571,3,4049,2023-02-14
tt0118571,4,8250,2023-02-14
tt0118571,5,20679,2023-02-14
tt0118571,6,50962,2023-02-14
tt0118571,7,60998,2023-02-14
tt0118571,8,29925,2023-02-14
tt0118571,9,10004,2023-02-14
tt0118571,10,9893,2023-02-14
tt0118583,1,5252,2023-02-14
tt0118583,2,4732,2023-02-14
tt0118583,3,8396,2023-02-14
tt0118583,4,16927,2023-02-14
tt0118583,5,34160,2023-02-14
tt0118583,6,67166,2023-02-14
tt0118583,7,63059,2023-02-14
tt0118583,8,29570,2023-02-14
tt0118583,9,9991,2023-02-14
tt0118583,10,11993,2023-02-14
tt0118589,1,12627,2023-02-14
tt0118589,2,2813,2023-02-14
tt0118589,3,1889,2023-02-14
tt0118589,4,1051,2023-02-14
tt0118589,5,992,2023-02-14
tt0118589,6,755,2023-02-14
tt0118589,7,564,2023-02-14
tt0118589,8,383,2023-02-14
tt0118589,9,281,2023-02-14
tt0118589,10,2334,2023-02-14
tt0118604,1,1318,2023-02-14
tt0118604,2,1297,2023-02-14
tt0118604,3,2234,2023-02-14
tt0118604,4,3682,2023-02-14
tt0118604,5,5606,2023-02-14
tt0118604,6,5192,2023-02-14
tt0118604,7,3388,2023-02-14
tt0118604,8,1415,2023-02-14
tt0118604,9,502,2023-02-14
tt0118604,10,1169,2023-02-14
tt0118607,1,1006,2023-02-14
tt0118607,2,475,2023-02-14
tt0118607,3,735,2023-02-14
tt0118607,4,1514,2023-02-14
tt0118607,5,3683,2023-02-14
tt0118607,6,10006,2023-02-14
tt0118607,7,24835,2023-02-14
tt0118607,8,21275,2023-02-14
tt0118607,9,8548,2023-02-14
tt0118607,10,6793,2023-02-14
tt0118615,1,6128,2023-02-14
tt0118615,2,7402,2023-02-14
tt0118615,3,11810,2023-02-14
tt0118615,4,18327,2023-02-14
tt0118615,5,23245,2023-02-14
tt0118615,6,19257,2023-02-14
tt0118615,7,10812,2023-02-14
tt0118615,8,4295,2023-02-14
tt0118615,9,1430,2023-02-14
tt0118615,10,3882,2023-02-14
tt0118617,1,1022,2023-02-14
tt0118617,2,657,2023-02-14
tt0118617,3,1306,2023-02-14
tt0118617,4,2980,2023-02-14
tt0118617,5,8149,2023-02-14
tt0118617,6,19900,2023-02-14
tt0118617,7,33936,2023-02-14
tt0118617,8,25707,2023-02-14
tt0118617,9,13255,2023-02-14
tt0118617,10,20105,2023-02-14
tt0118636,1,581,2023-02-14
tt0118636,2,382,2023-02-14
tt0118636,3,616,2023-02-14
tt0118636,4,1347,2023-02-14
tt0118636,5,3665,2023-02-14
tt0118636,6,8827,2023-02-14
tt0118636,7,12900,2023-02-14
tt0118636,8,7075,2023-02-14
tt0118636,9,2365,2023-02-14
tt0118636,10,2126,2023-02-14
tt0118655,1,3812,2023-02-14
tt0118655,2,2423,2023-02-14
tt0118655,3,3371,2023-02-14
tt0118655,4,6179,2023-02-14
tt0118655,5,14755,2023-02-14
tt0118655,6,37660,2023-02-14
tt0118655,7,80872,2023-02-14
tt0118655,8,56084,2023-02-14
tt0118655,9,21074,2023-02-14
tt0118655,10,18392,2023-02-14
tt0118661,1,7242,2023-02-14
tt0118661,2,6239,2023-02-14
tt0118661,3,7711,2023-02-14
tt0118661,4,7791,2023-02-14
tt0118661,5,6365,2023-02-14
tt0118661,6,3977,2023-02-14
tt0118661,7,2217,2023-02-14
tt0118661,8,1088,2023-02-14
tt0118661,9,483,2023-02-14
tt0118661,10,1228,2023-02-14
tt0118665,1,10022,2023-02-14
tt0118665,2,3693,2023-02-14
tt0118665,3,2442,2023-02-14
tt0118665,4,1875,2023-02-14
tt0118665,5,1665,2023-02-14
tt0118665,6,1148,2023-02-14
tt0118665,7,769,2023-02-14
tt0118665,8,510,2023-02-14
tt0118665,9,277,2023-02-14
tt0118665,10,4445,2023-02-14
tt0118688,1,45478,2023-02-14
tt0118688,2,35219,2023-02-14
tt0118688,3,41732,2023-02-14
tt0118688,4,43784,2023-02-14
tt0118688,5,37784,2023-02-14
tt0118688,6,23620,2023-02-14
tt0118688,7,13081,2023-02-14
tt0118688,8,5794,2023-02-14
tt0118688,9,2273,2023-02-14
tt0118688,10,8141,2023-02-14
tt0118689,1,1777,2023-02-14
tt0118689,2,1587,2023-02-14
tt0118689,3,2568,2023-02-14
tt0118689,4,5263,2023-02-14
tt0118689,5,12449,2023-02-14
tt0118689,6,25791,2023-02-14
tt0118689,7,27626,2023-02-14
tt0118689,8,14807,2023-02-14
tt0118689,9,5574,2023-02-14
tt0118689,10,9443,2023-02-14
tt0118694,1,2645,2023-02-14
tt0118694,2,905,2023-02-14
tt0118694,3,1239,2023-02-14
tt0118694,4,2072,2023-02-14
tt0118694,5,4090,2023-02-14
tt0118694,6,9503,2023-02-14
tt0118694,7,23796,2023-02-14
tt0118694,8,41893,2023-02-14
tt0118694,9,33627,2023-02-14
tt0118694,10,33716,2023-02-14
tt0118708,1,1408,2023-02-14
tt0118708,2,1539,2023-02-14
tt0118708,3,2608,2023-02-14
tt0118708,4,4612,2023-02-14
tt0118708,5,8140,2023-02-14
tt0118708,6,9448,2023-02-14
tt0118708,7,6841,2023-02-14
tt0118708,8,3268,2023-02-14
tt0118708,9,1298,2023-02-14
tt0118708,10,3195,2023-02-14
tt0118715,1,9098,2023-02-14
tt0118715,2,4822,2023-02-14
tt0118715,3,6384,2023-02-14
tt0118715,4,10596,2023-02-14
tt0118715,5,22797,2023-02-14
tt0118715,6,55097,2023-02-14
tt0118715,7,133691,2023-02-14
tt0118715,8,218449,2023-02-14
tt0118715,9,176805,2023-02-14
tt0118715,10,178231,2023-02-14
tt0118747,1,2394,2023-02-14
tt0118747,2,2200,2023-02-14
tt0118747,3,3271,2023-02-14
tt0118747,4,5215,2023-02-14
tt0118747,5,6871,2023-02-14
tt0118747,6,5693,2023-02-14
tt0118747,7,3620,2023-02-14
tt0118747,8,2014,2023-02-14
tt0118747,9,881,2023-02-14
tt0118747,10,1697,2023-02-14
tt0118749,1,2314,2023-02-14
tt0118749,2,1169,2023-02-14
tt0118749,3,1888,2023-02-14
tt0118749,4,3088,2023-02-14
tt0118749,5,7444,2023-02-14
tt0118749,6,20183,2023-02-14
tt0118749,7,55443,2023-02-14
tt0118749,8,86555,2023-02-14
tt0118749,9,50968,2023-02-14
tt0118749,10,40485,2023-02-14
tt0118755,1,374,2023-02-14
tt0118755,2,418,2023-02-14
tt0118755,3,1131,2023-02-14
tt0118755,4,2169,2023-02-14
tt0118755,5,4471,2023-02-14
tt0118755,6,6377,2023-02-14
tt0118755,7,4100,2023-02-14
tt0118755,8,1832,2023-02-14
tt0118755,9,632,2023-02-14
tt0118755,10,1299,2023-02-14
tt0118760,1,263,2023-02-14
tt0118760,2,106,2023-02-14
tt0118760,3,182,2023-02-14
tt0118760,4,367,2023-02-14
tt0118760,5,1116,2023-02-14
tt0118760,6,3411,2023-02-14
tt0118760,7,8082,2023-02-14
tt0118760,8,4967,2023-02-14
tt0118760,9,1575,2023-02-14
tt0118760,10,1173,2023-02-14
tt0118767,1,327,2023-02-14
tt0118767,2,122,2023-02-14
tt0118767,3,149,2023-02-14
tt0118767,4,278,2023-02-14
tt0118767,5,655,2023-02-14
tt0118767,6,1552,2023-02-14
tt0118767,7,4032,2023-02-14
tt0118767,8,6283,2023-02-14
tt0118767,9,3817,2023-02-14
tt0118767,10,5085,2023-02-14
tt0118771,1,373,2023-02-14
tt0118771,2,307,2023-02-14
tt0118771,3,568,2023-02-14
tt0118771,4,1238,2023-02-14
tt0118771,5,3537,2023-02-14
tt0118771,6,10666,2023-02-14
tt0118771,7,20382,2023-02-14
tt0118771,8,11759,2023-02-14
tt0118771,9,3772,2023-02-14
tt0118771,10,4071,2023-02-14
tt0118789,1,919,2023-02-14
tt0118789,2,557,2023-02-14
tt0118789,3,724,2023-02-14
tt0118789,4,1150,2023-02-14
tt0118789,5,2662,2023-02-14
tt0118789,6,5843,2023-02-14
tt0118789,7,12278,2023-02-14
tt0118789,8,14540,2023-02-14
tt0118789,9,8482,2023-02-14
tt0118789,10,8587,2023-02-14
tt0118798,1,781,2023-02-14
tt0118798,2,388,2023-02-14
tt0118798,3,631,2023-02-14
tt0118798,4,994,2023-02-14
tt0118798,5,2114,2023-02-14
tt0118798,6,4242,2023-02-14
tt0118798,7,6880,2023-02-14
tt0118798,8,5305,2023-02-14
tt0118798,9,2803,2023-02-14
tt0118798,10,2444,2023-02-14
tt0118799,1,8419,2023-02-14
tt0118799,2,2985,2023-02-14
tt0118799,3,3335,2023-02-14
tt0118799,4,5378,2023-02-14
tt0118799,5,10448,2023-02-14
tt0118799,6,22076,2023-02-14
tt0118799,7,62914,2023-02-14
tt0118799,8,150990,2023-02-14
tt0118799,9,211930,2023-02-14
tt0118799,10,222665,2023-02-14
tt0118819,1,349,2023-02-14
tt0118819,2,150,2023-02-14
tt0118819,3,281,2023-02-14
tt0118819,4,526,2023-02-14
tt0118819,5,1291,2023-02-14
tt0118819,6,3611,2023-02-14
tt0118819,7,9725,2023-02-14
tt0118819,8,9991,2023-02-14
tt0118819,9,3849,2023-02-14
tt0118819,10,2536,2023-02-14
tt0118842,1,2396,2023-02-14
tt0118842,2,1276,2023-02-14
tt0118842,3,1909,2023-02-14
tt0118842,4,3291,2023-02-14
tt0118842,5,7389,2023-02-14
tt0118842,6,17587,2023-02-14
tt0118842,7,35241,2023-02-14
tt0118842,8,34436,2023-02-14
tt0118842,9,17980,2023-02-14
tt0118842,10,18379,2023-02-14
tt0118843,1,889,2023-02-14
tt0118843,2,350,2023-02-14
tt0118843,3,385,2023-02-14
tt0118843,4,668,2023-02-14
tt0118843,5,1281,2023-02-14
tt0118843,6,2965,2023-02-14
tt0118843,7,7605,2023-02-14
tt0118843,8,15220,2023-02-14
tt0118843,9,11955,2023-02-14
tt0118843,10,13379,2023-02-14
tt0118845,1,383,2023-02-14
tt0118845,2,173,2023-02-14
tt0118845,3,226,2023-02-14
tt0118845,4,415,2023-02-14
tt0118845,5,944,2023-02-14
tt0118845,6,2471,2023-02-14
tt0118845,7,6320,2023-02-14
tt0118845,8,9301,2023-02-14
tt0118845,9,5592,2023-02-14
tt0118845,10,4924,2023-02-14
tt0118849,1,1353,2023-02-14
tt0118849,2,446,2023-02-14
tt0118849,3,434,2023-02-14
tt0118849,4,987,2023-02-14
tt0118849,5,1754,2023-02-14
tt0118849,6,3398,2023-02-14
tt0118849,7,10116,2023-02-14
tt0118849,8,20668,2023-02-14
tt0118849,9,17763,2023-02-14
tt0118849,10,18645,2023-02-14
tt0118880,1,3026,2023-02-14
tt0118880,2,2660,2023-02-14
tt0118880,3,4542,2023-02-14
tt0118880,4,9289,2023-02-14
tt0118880,5,23203,2023-02-14
tt0118880,6,59391,2023-02-14
tt0118880,7,101051,2023-02-14
tt0118880,8,60408,2023-02-14
tt0118880,9,20866,2023-02-14
tt0118880,10,19757,2023-02-14
tt0118883,1,1008,2023-02-14
tt0118883,2,803,2023-02-14
tt0118883,3,1465,2023-02-14
tt0118883,4,3326,2023-02-14
tt0118883,5,8911,2023-02-14
tt0118883,6,22948,2023-02-14
tt0118883,7,34022,2023-02-14
tt0118883,8,18069,2023-02-14
tt0118883,9,6128,2023-02-14
tt0118883,10,5776,2023-02-14
tt0118884,1,2689,2023-02-14
tt0118884,2,1712,2023-02-14
tt0118884,3,2682,2023-02-14
tt0118884,4,5207,2023-02-14
tt0118884,5,12124,2023-02-14
tt0118884,6,31292,2023-02-14
tt0118884,7,68335,2023-02-14
tt0118884,8,75181,2023-02-14
tt0118884,9,41955,2023-02-14
tt0118884,10,37554,2023-02-14
tt0118887,1,765,2023-02-14
tt0118887,2,517,2023-02-14
tt0118887,3,958,2023-02-14
tt0118887,4,2398,2023-02-14
tt0118887,5,6458,2023-02-14
tt0118887,6,18078,2023-02-14
tt0118887,7,34647,2023-02-14
tt0118887,8,21743,2023-02-14
tt0118887,9,6795,2023-02-14
tt0118887,10,6007,2023-02-14
tt0118928,1,1230,2023-02-14
tt0118928,2,1357,2023-02-14
tt0118928,3,2925,2023-02-14
tt0118928,4,6961,2023-02-14
tt0118928,5,17184,2023-02-14
tt0118928,6,27681,2023-02-14
tt0118928,7,20186,2023-02-14
tt0118928,8,8576,2023-02-14
tt0118928,9,2804,2023-02-14
tt0118928,10,4105,2023-02-14
tt0118929,1,1728,2023-02-14
tt0118929,2,1047,2023-02-14
tt0118929,3,1685,2023-02-14
tt0118929,4,3164,2023-02-14
tt0118929,5,7314,2023-02-14
tt0118929,6,19230,2023-02-14
tt0118929,7,45329,2023-02-14
tt0118929,8,63161,2023-02-14
tt0118929,9,34610,2023-02-14
tt0118929,10,25430,2023-02-14
tt0118954,1,729,2023-02-14
tt0118954,2,343,2023-02-14
tt0118954,3,487,2023-02-14
tt0118954,4,826,2023-02-14
tt0118954,5,2086,2023-02-14
tt0118954,6,5354,2023-02-14
tt0118954,7,12529,2023-02-14
tt0118954,8,12799,2023-02-14
tt0118954,9,6073,2023-02-14
tt0118954,10,4700,2023-02-14
tt0118956,1,989,2023-02-14
tt0118956,2,867,2023-02-14
tt0118956,3,1543,2023-02-14
tt0118956,4,2921,2023-02-14
tt0118956,5,5536,2023-02-14
tt0118956,6,9179,2023-02-14
tt0118956,7,8326,2023-02-14
tt0118956,8,4503,2023-02-14
tt0118956,9,1668,2023-02-14
tt0118956,10,2755,2023-02-14
tt0118971,1,2153,2023-02-14
tt0118971,2,1477,2023-02-14
tt0118971,3,2447,2023-02-14
tt0118971,4,5161,2023-02-14
tt0118971,5,13100,2023-02-14
tt0118971,6,38797,2023-02-14
tt0118971,7,101563,2023-02-14
tt0118971,8,119759,2023-02-14
tt0118971,9,54598,2023-02-14
tt0118971,10,38659,2023-02-14
tt0118972,1,945,2023-02-14
tt0118972,2,718,2023-02-14
tt0118972,3,1419,2023-02-14
tt0118972,4,3740,2023-02-14
tt0118972,5,10155,2023-02-14
tt0118972,6,22220,2023-02-14
tt0118972,7,18199,2023-02-14
tt0118972,8,6296,2023-02-14
tt0118972,9,1777,2023-02-14
tt0118972,10,2000,2023-02-14
tt0118983,1,1211,2023-02-14
tt0118983,2,257,2023-02-14
tt0118983,3,332,2023-02-14
tt0118983,4,506,2023-02-14
tt0118983,5,1297,2023-02-14
tt0118983,6,2764,2023-02-14
tt0118983,7,4749,2023-02-14
tt0118983,8,3609,2023-02-14
tt0118983,9,2277,2023-02-14
tt0118983,10,6030,2023-02-14
tt0118998,1,2161,2023-02-14
tt0118998,2,2852,2023-02-14
tt0118998,3,5935,2023-02-14
tt0118998,4,12263,2023-02-14
tt0118998,5,26196,2023-02-14
tt0118998,6,26152,2023-02-14
tt0118998,7,13302,2023-02-14
tt0118998,8,4956,2023-02-14
tt0118998,9,1587,2023-02-14
tt0118998,10,3157,2023-02-14
tt0119008,1,1057,2023-02-14
tt0119008,2,467,2023-02-14
tt0119008,3,843,2023-02-14
tt0119008,4,1888,2023-02-14
tt0119008,5,6038,2023-02-14
tt0119008,6,21504,2023-02-14
tt0119008,7,79776,2023-02-14
tt0119008,8,123088,2023-02-14
tt0119008,9,49685,2023-02-14
tt0119008,10,28636,2023-02-14
tt0119013,1,2111,2023-02-14
tt0119013,2,2384,2023-02-14
tt0119013,3,3833,2023-02-14
tt0119013,4,5979,2023-02-14
tt0119013,5,7397,2023-02-14
tt0119013,6,6031,2023-02-14
tt0119013,7,3293,2023-02-14
tt0119013,8,1446,2023-02-14
tt0119013,9,569,2023-02-14
tt0119013,10,2115,2023-02-14
tt0119038,1,357,2023-02-14
tt0119038,2,213,2023-02-14
tt0119038,3,302,2023-02-14
tt0119038,4,539,2023-02-14
tt0119038,5,1599,2023-02-14
tt0119038,6,3897,2023-02-14
tt0119038,7,9814,2023-02-14
tt0119038,8,13473,2023-02-14
tt0119038,9,7099,2023-02-14
tt0119038,10,5128,2023-02-14
tt0119051,1,613,2023-02-14
tt0119051,2,352,2023-02-14
tt0119051,3,658,2023-02-14
tt0119051,4,1730,2023-02-14
tt0119051,5,4850,2023-02-14
tt0119051,6,14144,2023-02-14
tt0119051,7,25582,2023-02-14
tt0119051,8,15652,2023-02-14
tt0119051,9,5600,2023-02-14
tt0119051,10,6079,2023-02-14
tt0119081,1,3447,2023-02-14
tt0119081,2,2602,2023-02-14
tt0119081,3,4793,2023-02-14
tt0119081,4,8510,2023-02-14
tt0119081,5,16966,2023-02-14
tt0119081,6,35587,2023-02-14
tt0119081,7,50587,2023-02-14
tt0119081,8,34688,2023-02-14
tt0119081,9,14351,2023-02-14
tt0119081,10,13266,2023-02-14
tt0119094,1,3778,2023-02-14
tt0119094,2,3098,2023-02-14
tt0119094,3,4552,2023-02-14
tt0119094,4,8633,2023-02-14
tt0119094,5,20079,2023-02-14
tt0119094,6,50584,2023-02-14
tt0119094,7,112385,2023-02-14
tt0119094,8,103996,2023-02-14
tt0119094,9,41642,2023-02-14
tt0119094,10,33745,2023-02-14
tt0119099,1,765,2023-02-14
tt0119099,2,526,2023-02-14
tt0119099,3,974,2023-02-14
tt0119099,4,2168,2023-02-14
tt0119099,5,5551,2023-02-14
tt0119099,6,14035,2023-02-14
tt0119099,7,28253,2023-02-14
tt0119099,8,19240,2023-02-14
tt0119099,9,7710,2023-02-14
tt0119099,10,6306,2023-02-14
tt0119115,1,341,2023-02-14
tt0119115,2,295,2023-02-14
tt0119115,3,588,2023-02-14
tt0119115,4,1361,2023-02-14
tt0119115,5,3161,2023-02-14
tt0119115,6,6475,2023-02-14
tt0119115,7,6631,2023-02-14
tt0119115,8,3488,2023-02-14
tt0119115,9,1316,2023-02-14
tt0119115,10,1263,2023-02-14
tt0119116,1,4071,2023-02-14
tt0119116,2,2807,2023-02-14
tt0119116,3,4465,2023-02-14
tt0119116,4,8142,2023-02-14
tt0119116,5,19402,2023-02-14
tt0119116,6,45236,2023-02-14
tt0119116,7,106245,2023-02-14
tt0119116,8,141823,2023-02-14
tt0119116,9,76519,2023-02-14
tt0119116,10,70979,2023-02-14
tt0119137,1,2423,2023-02-14
tt0119137,2,3300,2023-02-14
tt0119137,3,6565,2023-02-14
tt0119137,4,12766,2023-02-14
tt0119137,5,22666,2023-02-14
tt0119137,6,21881,2023-02-14
tt0119137,7,11795,2023-02-14
tt0119137,8,4629,2023-02-14
tt0119137,9,1573,2023-02-14
tt0119137,10,3591,2023-02-14
tt0119141,1,562,2023-02-14
tt0119141,2,551,2023-02-14
tt0119141,3,1087,2023-02-14
tt0119141,4,2520,2023-02-14
tt0119141,5,5758,2023-02-14
tt0119141,6,9730,2023-02-14
tt0119141,7,7637,2023-02-14
tt0119141,8,4085,2023-02-14
tt0119141,9,1723,2023-02-14
tt0119141,10,3061,2023-02-14
tt0119164,1,1078,2023-02-14
tt0119164,2,650,2023-02-14
tt0119164,3,1076,2023-02-14
tt0119164,4,2059,2023-02-14
tt0119164,5,5474,2023-02-14
tt0119164,6,14694,2023-02-14
tt0119164,7,33888,2023-02-14
tt0119164,8,28386,2023-02-14
tt0119164,9,11816,2023-02-14
tt0119164,10,9298,2023-02-14
tt0119167,1,1928,2023-02-14
tt0119167,2,808,2023-02-14
tt0119167,3,1055,2023-02-14
tt0119167,4,1523,2023-02-14
tt0119167,5,3062,2023-02-14
tt0119167,6,6824,2023-02-14
tt0119167,7,16830,2023-02-14
tt0119167,8,23510,2023-02-14
tt0119167,9,12670,2023-02-14
tt0119167,10,8988,2023-02-14
tt0119173,1,2167,2023-02-14
tt0119173,2,1751,2023-02-14
tt0119173,3,3343,2023-02-14
tt0119173,4,6555,2023-02-14
tt0119173,5,13886,2023-02-14
tt0119173,6,21861,2023-02-14
tt0119173,7,17757,2023-02-14
tt0119173,8,8734,2023-02-14
tt0119173,9,3185,2023-02-14
tt0119173,10,4053,2023-02-14
tt0119174,1,2109,2023-02-14
tt0119174,2,1174,2023-02-14
tt0119174,3,1966,2023-02-14
tt0119174,4,4039,2023-02-14
tt0119174,5,10375,2023-02-14
tt0119174,6,32206,2023-02-14
tt0119174,7,94335,2023-02-14
tt0119174,8,143019,2023-02-14
tt0119174,9,70178,2023-02-14
tt0119174,10,43544,2023-02-14
tt0119177,1,1402,2023-02-14
tt0119177,2,905,2023-02-14
tt0119177,3,1456,2023-02-14
tt0119177,4,3056,2023-02-14
tt0119177,5,7916,2023-02-14
tt0119177,6,23995,2023-02-14
tt0119177,7,69655,2023-02-14
tt0119177,8,105601,2023-02-14
tt0119177,9,54967,2023-02-14
tt0119177,10,39570,2023-02-14
tt0119190,1,2146,2023-02-14
